teks,label
Indomie 3500 jdi 3.5 rupiah? Kalau duit org 4rupiah berati kembali 0.5rupiah gitu? Sebutannya apa tu? 0.5rupiah? Atau 5sen? Ribet bgt ya😂,negatif
"Gw Berasa jadi makin miskin, dari 100.000 jadi 100 damn",negatif
Terbaik lah ni bosquu,positif
"Jangan di tunda-tunda . segara 
Secepatnya ! 

Segera  !!!!!! 

Jangan di undar undur lagi ..cepat !!!",positif
Berita hoaxs,negatif
"iyaa bagus kembali ke jaman dulu ,kalo sekrang mana implasi menggejolak naik draktis, naik gaji naik juga barang pokok bagaimana mau ekonomi harus di uba",positif
"Hahaha Nahkan, sudah dibilangin ngeyel. terus para pemuja dan para pencitra bilang sudah gentle sudah mau mengaku kebenaran, hahahaha kocak para buzzer. kalau di negara maju salah satunya Jepang pejabat itu malu dan mengudurkan diri. itu baru bisa dikatakan gentle jangan bacot doang, ini belum loh kita tunggu perjanjian AS-Indo yg disetujui para gemoy",positif
RAPELAN PARA PENSIUNAN GAK CAIR2 JANJI TINGGAL JANJI... NGALOR NGIDUL PENDUSTA...SEORANG PEMIMPIN YG DI PEGANG      M U L U T N Y A...,negatif
Audit pak Mentri dilapangan ........ Kami dukung pak Mentri.... Cuman cecunguk   cecunguk saja yang tidak melaksanakan kebijakan pak mentei,positif
Dana KUR banyak yang tidak tepat sasaran .... Mengajukan KUR selalu dipersulit ...katanya untuk bantu rakyat namun selalu dikibuli sama oknum ... apakah dana KUR itu hanya untuk orang kaya saja,negatif
"ORANG INI MENTERI KEUANGAN SDH KRONIS SAKIT BERAT/KERAS, KERACUNAN MULUT & OTAK, AKIBAT TERLALU BANYAK MAKAN UANG HARAM, BICARANYA TDK PERNAH BENAR BOHONG PENDUSTA !!! PARA PENSIUNAN PNS SEKARAT..... TDK MEMBAWAH  KEARAH PERUBAHAN....",negatif
"Gimana mau tumbuh cepat..lagi asik2nya perbaikan ekonomi, qadarullah bencana datang di beberapa daerah hiks",negatif
"gapapa meleset dikit, masih jauh jauh jauh lebih bagus daripada menkeu zm rejim penipu ijazah",positif
panjang umur sehat selalu pak purbaya,positif
Selamat tahun baru pak purbaya kerja nya baik pasti bisa jaga amanah si murah senyum tidak sombong rendah hati sehat selalu panjang umur pak purbaya semoga angaran apbn nya semakin mulus lancar terus mantaap gaskeun amanah istikomah ok,positif
"Yang terhormat bapak menteri keuangan, kami para buruh mohon agar potong PPH 21 di kurangi karena sangat mencekik 
Bagi kaum buruh 🙏🙏🙏",positif
"Semoga optimis, prediksi ekonomi 2026 semakin melejit membaik, dimudahkan segera mewujud dgn Mudah dn berdampak pd kesejahteraan seluruh rakyat Indonesia....!!!",positif
Pangsiunan guru beban negara rausah lah kalodak dpt uwang cuma umuk doang sdh bosan dengerin pak mebtri,negatif
Purbaya pamer duwet sama pangsiunan,netral
Anda sudah melakukan yg terbaik pak. Lanjutkan. Pasang target tinggi wajib walau ga tercapai .. bantu rakyat fasilitasi bisnis.,positif
"Ekonomi berat krn adaptasi masyarakat thd kenaikan harga2/inflasi. Utk membantu, pemerintah bs jaga hrg brg2 kebutuhan pokok atau kalau perlu menurunkan hrg2 tsb, termasuk juga mendorong brg2 tsb utk diproduksi dlm negeri & mengurangi impor. Lalu kalau kebocoran apbn sdh bs dikurangi, naikkan income para asn/pegawai pemerintah, disertai dg seleksi perekrutan yg ketat spy dpt pegawai2 yg baik kualitas nya.",positif
kebanyakan ngomong di awal hasilnya pret,negatif
Kinerja beliau tidak di ikuti para direksi bank bumn inilah jadinya ganti saja para direksi bank bumn semua nya yang tidak bisa bekerja dan pemalas .,positif
"dipercepat pun proyek2 tahun depan, kalau potongan >= 30 %, sama saja tdk turun ke masyarakat",negatif
Nampaknya  Purbaya direm bicara tanpa teks,positif
"Program Purbaya terhalang oleh korupsi, bpkp n bpk tajamkan pak",positif
"Niat tulus untuk mengakselerasi ekonomi tetapi batu sandungan dan kerikil tajam belum dibersihkan, sepertinya harus turun damkar untuk membersihkan jalan pa purbaya untuk membersihkan halangan dan kotoran jalan beliau",positif
makanya jangan sok yakin semua rencana berjalan sesuai harapan...,negatif
Keliatan dia bnyak tekanan,netral
mana kur msh dimintai jaminan tuch,negatif
"Permisvisme terbesar negeri Konoha. Gpp meleset, gpp gagal, asal lu bisa bikin senang di hati asal lu bisa bikin kita joget2 bodoh. Masih butuh berapa generasi lagi menuju negeri ini maju?",negatif
Jujur itu penting....,positif
selama menkeu dpt dukungan optimal dari prabowo maka yakin indonesia akan lebih baik ekonominya.,positif
"Makanya Pak Kerja dulu, buktikan baru ngomong, jangan omon omon dulu, ada yang bilang biar meleset asal jujur, masalah bukan terletak jujur atau tidak jujur, kinerja terbaik itu yang dituntut dari seorang Mentri",negatif
"Yang penting JUJUR, sehingga kita tahu gaps nya dimana, dan apa yang harus diperbaiki. Bravo P Menkeu... Semoga Lebih baik....",positif
"Gara-gara kebanyakan utang warisan pemerintah yang lalu, apbn kesedot utk nyicil utang,gagal pro poor,pro job, pro growth..",positif
rakyat di bawah kejepit...keburu mati whoei....,negatif
IMPIAN MANUSIA INDONESIA 3,netral
"Orang bank males pak..
Maka nya waktu bpk begitu optimis, saya agak ragu.
Ini masalah kebiasaan males yg sdh membudaya pak. Belum lagi korupsinya.
Suntikan Dana dari bapak jg gak sampai ke bank daerah kok. Dikelolah bank pusat.",positif
"Soal fiscal beda dg soal moneter .dan juga beda otoritas yg bertanggung jawab.,atas efektivitasnya thdp  pertumbuhan ekonomi .",positif
Indonesia banyak takabur ego nya tinggi katanya Indonesia kaya raya tapi nyata nya banyak rakyat nya yang menderita dan miskin bahkan sudah ada memakan korban yaitu sudah ada yang meninggal dunia akibat stres jangan cuman pintar ngomong ngomong doang ga ada artinya buat rakyat nya ini lah negeri dongeng penuh dengan cerita kebohongan tunggu aja azab dari Allah karena orang orang tua dizolimin terus menerus,positif
"Next lebih banyak belajar mendengar bukan banyak bicara.. Alumni Purdue University tapi gak  percaya IMF, world Bank.. 😂",negatif
"Pak #purbaya kebocoran2 pajak dan cukai dari aparatur2 dibawah kewenangan bpk sudah terlalu parah.
Motor2 dan mobil2 mewah bodong seliweran dijalan.. selisih barang tambang yg diexpor sama yg diterima di negara tujuan beda jauh ... sikat semua pak.",positif
"Sehebat apapun anda pak pur, gak ada apa-apanya didepan pejabat abadi😅. Sehebat apapun kebijakan anda pasti akan digagalkan!😂",negatif
"mantap, ada subtitelnya",netral
"Assalamualaikum 
Penanaman tidak sepenuh hati, 
Harusnya tanahnya diratakan dulu kasih kompos dan nanamnya dengan niat dan hati, tidak sekedar dihambur hambur, tangan takut kotor🤣🤣",negatif
"Baru juga empat bulan, tunggulah setahun pembuktian semua sesumbarnya",positif
Sehat selalu Pak Menkeu,positif
"Mantap, kl jujur begini next step itu bisa terrencana dengan baik. Kl datanya basicnya saja tipu2 cuma biar ""Asal Bapak Senang"", y mitigasi rencana ke depannya akan susah. Tolong menteri2 itu diangkat dari teknokrat saja lah.. model-model Pak Purbaya, Bu Susi, mungkin bang Ferry Irwandi (kalau mau).. jangan politikus rakus saja.. kl semua berjalan baik, happy, rakyat happy, Indonesia Emas tidak diragukan lagi..",positif
"Naikin gaji pak, pasti ekonomi berputar",positif
Pihak bank hanya mementingkan dirinya sendiri ....,negatif
"Lanjutkan pak, selama bapak jujur dan memang bekerja untuk rakyat. Insyaallah rakyat tahu mana yg baik dan benar2 bekerja...pastinya susah kalau jadi orang jujur di sarang penyamun.",positif
"Keren pak, lanjutkan perjuangan🎉",positif
"gak cukup oleh menkeu untuk bersih-bersih, yg seharusnya dibersihkan itu penegak hukum. termasuk dpr yang tidak pro rakyat, semua keputusan mereka gak memihak rakyat! pancung koruptor!",positif
"uang cuma salah satu bahan dari pertumbuhan ekonomi. banyak bahan lain yg tidak kondusif, spt hambatan dr preman2 yang ada, dampak phk sektor padat karya (daya beli turun), dan apbd yg ditaruh di deposito (tidak sepenuhnya mengalir ke bawah). sudah lumayan ada injeksi uang, paling engga bs menurunkan bunga deposito, sukur2 bs nurunin bunga bank utk kredit produktif.",positif
"Sudah diprediksi banyak pengamat kok. Bukan meleset, tetapi over estimate",negatif
"Lelah ya pak, tenang pak doa seluruh rakyat Indonesia akan menjadi energi x untuk bpk sekeluarga ❤",positif
Yang gak becus kerja itu perbankannya coba di kasi Ke BCA,positif
"PIKIRAN SEHAT: 1. YG PENTING * PEJABAT : SUDAH USAHA BAIK, JUJUR, BELA RAKYAT N SESUAI ATURAN ** SBG RAKYAT DOA TO ALLAH, HASILNYA  : SMOGA ALLAH MBERI YG TERBAIK . 2. SELAMA INI, JKA NKRI GAGAL, LANTARAN ** PEMIMPIN ** YG TIDAK AMANAH, TDK DAHULUKAN KEPENTINGAN RAKYAT N NEGARA. 3. TERBUKTI NYATA : JOKOWI GAGAL KARENA ** MEMIMPIN SEMAUNYA SENDIRI N TDK SESUAI ATURAN **",positif
"yg penting niat dan usaha dulu, hasil mah emang udah diprediksi bakal gatot, kecuali HUKUM MATI KORUPTOR ditegakkan.",positif
Musuh terberat bangsa ini cuman 1 sebenernya pak. KORUPTOR. pak pur sudah berjuang melawan para karuptur. Sayang sekali perjuangan anda tdak di iringi penegah hukum yg kuat.,positif
Anda bekerja masih beberpa bulan namun mampu membendung  krisis di dalam negri....kami rakyat kecil tau di luarnegri sudah terjdai krisis global❤,positif
"selama bank bumn masih meng injeksi dananya ke pinjol2 akan  memperburuk pertumbuhan ekonomi rakyat kecil menengah ,tolong ditindak pak bank2 mna saja yg masih menginjeksi pinjol2 dinegara ini, segera hapus pinjol2 di negri ini banyak rakyat2 yg terjerat oleh pinjol2 ini karena mudahnya pengajuan dan tingginya bunga dipinjol2 yg gak disadari masyarakat  selamatkan rakyat dari jeratan pinjol2 yg sekarang sudah diganti dengan pindar.",positif
"Bukan meleset....
Tp banyak kekuatan besar yg menghantam...",positif
Makanya pur..jgn byk gaya lu..bisa ganti rezim nih..klo g berubah ekonomi ke depan..😅,negatif
"""Kenapa orang nggak demo lagi di jalanan?"" Salah satunya karena ratusan orang yang ikut demo masih di penjara.",netral
Ada upaya2 penghambatan dr beberapa pihak mungkin yg terganggu dg kebijakan pak menkeu...itu kelihatan dr kebijakan l/k lain  mungkin...mungkin,positif
"Semoga pak Purbaya terus terbuka sama rakyat , inilah yang bagus untuk rakyat , terlebih lagi semua rakyat dpt merasakan kemakmuran bangsanya .",positif
"turunin suku bunga bank, biar duit muter, g banyak kredit macet",positif
"Alhamdulillah Pak Menkeu sudah melakukan yang terbaik untuk rakyat❤Tidak membebani rakyat dengan pajak dan yang aneh aneh ,,,itu dah meringankan rakyat bgt, Pemerintahan Pak Prabowo insyaallah Membaik bertahap tidak bisa cepat,,, karena memang negara negara dunia juga memang sedang sulit ekonomi,,, Alhamdulillah Indonesia masih jauh lebih baik dari negara negara lain,,,
Semangat Mentri Keuangan Rakyat Indonesia ❤
Yang pasti Tegakkan terus Kebenaran dan Amanah
 #JanganLupaSahkanRUUPerampasanAsetKoruptorMusuhSegalaMusuhNKRIAdalahKoruptor",positif
Dampak dari berita Hoooooooooaaaaaaaxxxxxxxx pemilik cenel akun yutub tentang kenaikan gaji ASN pensiunan PNS TNI polri meninggal dunia pada hari ini,negatif
langka ni.. biasanya pejabat ga mau akuin salah,positif
😢pak Purbaya terlihat lelah. ..smoga diberi kesehatan 🙏,positif
"Tuhan sdg dan telah menguji  Menkeu Cowboy ant lain dgn adanya bencana Aceh, APBN jd morat morit. 
Sy smkn percaya dgn komen oposan spt prof Fery Latuhihin, Yanuar Rizky dll. 
Bu Sri M dipimpin Jokowi tlh teruji / lulus saat pandemi covid. Kita tunggu Menkeu Sombong ini dlm menghadapi bencana Aceh.",negatif
"Negara harusnya pakai cara China, sebelum uang digelontorkan ke ekonomi untuk pembangunan dan kredit harusnya bikin undang2 hukuman mati untuk koruptor dulu, supaya uang yang dikeluarkan negara gak berani dicolong  dan harus ada contoh yg dihukum mati.

Kalau ini gak dilakukan percuma, uang bakal balik lagi ke bank central atau dikorup dan pejabat yg peduli bakal capek sendiri sidak sana sini.",positif
"sudah meningkat terus, memang memperbaiki tidak semudah memulai dr awal, tp sudah meningkat walaupun meleset dr target semula, masih ada jurus2 yang belum dikeluarkan, kami tetap optimis",positif
Subtitlenya cacat,netral
"nah gini dong , woe yang lain Contoh ni tidak bertele tele kurang baik bilang kurang baik Jujur itu enak . akhirnya ga sia sia gw bayar pajak ada Harapan buat NKRI 🎉",positif
"walo pun bpk capek..tp kami hargai usaha bpk, krn baru 3bln menjabat, semangat trus pak purbaya",positif
"Hal"" yang mengarah Perekonomian Lesu 2026:
1. TKD dan DBH turun, brdampak pada sdikitnya proyek di daerah dan Penurunan Tunjangan ASN 
2. MBG semakin meluas, UMKM sektor makanan menurun
3. Harga emas makin naik, nilai Rp jadi lemah
4. Potensi bencana alam, iklim dan lingkungan bisa mereset Aset individu
5. Injector dana ke Bank untuk KUR, namun dimanfaatkan pengusaha besar untuk memperluas bisnis",positif
Menteri paling asyik sama Wartawan. ❤,positif
"Sehat selalu pak purbaya, saya sangat bersyukur punya mentri keuangan yg jujur dan amanah",positif
Cape bener pak purbaya,positif
"*Yah apa adanya lah, jangan ada yang tersembunyi pokoknya.*",positif
saya respek orang macam prubaya ni ... apa yang dia buat tu logiknya sudah berjaya tapi di indonesia terlalu banyak permainan di bawah meja yang tidak selari dengan prubaya ... terlalu banyak tangan tangan ghaib yang lebih mementingkan kantong masing masing 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,positif
"Saya gak ngerti data seindonesia, tapi 200T ke himbara ini saya sangat merasakan dampaknya pak. Saya jadi dapat KUR besar bisa untuk buka cabang.",positif
"#teruslahNGUTANG ya go, bego",netral
Bantuan pemerintah banyak yg gak sampai ke sasaran. Kebanyakan masuk ke saudara2 pengurus biarpun di sekitarnya banyak yg kelaparan .,negatif
Mohon pandai2 mengatur waktu pak.. Kelihatannya Bpk sangat lelah.. Ambil waktu utk recovery utk kesehatan fisik dan mental.. Kami percaya sama Bpk Purbaya.. Saya doakan sehat2 selalu.,positif
gak apa2 yang penting niat anda tulus dan baik buat rakyat. kami rakyat peka kok mana pejabat omon2 pencitraan mana pejabat yang kerja tulus demi rakyat.,positif
"Alhamdulillah buat sy efek kebijakan pak Purbaya lebih baik dibandingkan dg prediksi ekonom abal2 ratulihin, Januar dan golongan kecewa pilpres 👍👍",positif
"Ini baru pejabat, dia jujur klo gk kena target.. Top pak purbaya kmi mendukung👍👍",positif
Perdayanomic,netral
"Itulah kalau lebih banyak ngomong daripada berfikir, merasa lebih hebat sendiri bukannya mengajak ahli2 ekonom lain untuk berdiskusi. Tolng kedepan lebih fokus bekerja pak daripada mencari popularitas. Popularitas itu cepat menguap kalau kinerja anda hanya omon-omon.",negatif
"bekerjalah dengan keras, cerdas dan jujur proses tidak akan menghianati hasil bismillah indonesia bangkit",positif
"Turunin Tiket Pesawat Domestik , yakin aku duitnya pasti muter itu di Semua Area Indonesia",positif
😂😂😂😂🤣🤣🤣😆😆😆😁😁😁jadi menteri itu harusnya jujur dan terjun ke lapangan rakyat indonesia daya beli rusak harga bahan pokok mahal gas elpiji mahal listrik mahal pekerjaan kaga ada klo pejabat duitnya tak berdigit klo rakyat gimana belum anak sekolah mahal wkkkkkkkkk,negatif
"Nda masalah pak, sejujurnya rakyat sudah resepek & berharap banyak dengan gebrakan2 pak Menkeu atas instruksi & dukungan presiden.",positif
Selama pemda belanja nya belum bagus maka menkeu gak akan bisa capai target pertumbuhan ekonomi sesuai rencana,positif
Ekonomi maju.Tapi BERAS masih.Mahal..banyak phk.Berarti mentrinya ga mampu .sebaiknya Mundur aja .Tau Malu.,negatif
"Selalu optimis lihat narasi bapak Menkeu-Purbaya, sehat selalu pak Purbaya❤🎉",positif
Yah gagal. Rupiah siap2 hancurrr,negatif
"Perkuat daya beli, jgn pelit naikkan gaji, gaji naik, belanja naik, ekonomi bergerak, pertumbuhan pdb lebih tinggi",positif
rokok ilegal masih beredar bebas  apakah ini salah 1 dari  hanya sekedar omong yang tak di sertai dengan comitment.,negatif
"Pk pur, mohon agar investor gak membawa pekerja dari negara dlm jumlah besar, jk ttp mau bawa juga cukuplah 10% dari total seluruh pekeejanya,",positif
"APBN meleset sdh lama diprediksi IMF dan Bank Dunia yaitu Pertumbuhan Ekonomi hanya 4,7% s/d 4,8%. Ini bisa dilihat sejak Oktober-November 2025 tdk ada upaya tingkatkan daya beli masyarakat. Rapel Kenaikaj gaji macet, BSU-BLT lamban cairnya, dampaknya Pasar Lesu, Industri stagnan bahkan menurun, kredit perbankan tdk terserap, PHK bertambah, investor menunggu atau lari, dlsb. Tdk ada indikator positif selain rendahnya inflasi utk mendorong Pertumbuhan Ekonomi.",positif
"BERISIK rekamannya !!!
Suara Pak Purbayanya gak jeles",netral
Maka halu Mulyono bahwa Indonesia maju 2045 makin kabur sudah dikuburkan.,negatif
Botol neck nya ada di BI. Bagaimana ini orang BI isi nya macam apa. Jangan jangan isi nya mafia semuanya,negatif
Nah ini namanya bilang apa adanya,positif
"sekarang programnya bersih2 aja pak,",positif
APBN bisa meleset tetapi kejujuran harus ditegakkan👍👍👍,positif
"Banyak Desa yg Dana Desa tahap II tidak di transfer saja masih meleset, apalagi kalo di transfer seluruhnya, pasti bukan cuman meleset tapi MELESEK..",negatif
Bunga kredit bank masih tetap blum turun pak,negatif
"perbankan mau ngasih pinjaman klu data nasabah A+ pak, UMKM yang lg butuh suntikan dana di persulit pak ditingkat bawah,",positif
Masalah utama korupsi dan pungli harus diberesin biar investor asing masuk,positif
"Dana yg dikucurkan di sistem perbankan, bank Himbara itu sejatinya untuk menyuntikkan dana segar k bank yg sedang sakit, bank Himbara itu kan sedang sakit jadi disehatkan dengan Dana 200T itu. Bukan untuk memajukan ekonomi Indonesia",negatif
"pernyataan menarik bahwa pengusaha batu bara sudah kaya raya, ngapain diajak bicara. kalau batu bara dijual tapi negara nggak dapat apa-apa,,,, ngapain juga diberi ijin nambang.... tutup saja pak....",positif
"Saya senang kalau pemerintah Jujur. Berhasil bilang berhasil, gagal bilang gagal. Meleset bilang mekeset",positif
